iter	MultiClass
313	0.4369113416
314	0.4367270607
315	0.4365115878
316	0.4362767145
317	0.4361004055
318	0.4359450481
319	0.4357295616
320	0.435504248
321	0.4352491278
322	0.4350522629
323	0.4348586732
324	0.4347273526
325	0.434528883
326	0.4343613299
327	0.4341508619
328	0.4340252258
329	0.433898802
330	0.4337750204
331	0.433576245
332	0.4334131185
333	0.4332463878
334	0.4330215309
335	0.4326720453
336	0.4324553731
337	0.4322653011
338	0.4320473606
339	0.43187063
340	0.4316164479
341	0.4314777474
342	0.4312795391
343	0.431156433
344	0.4309900759
345	0.4306700781
346	0.4304129672
347	0.4302054939
348	0.4300471372
349	0.4297811677
350	0.4295289172
351	0.4292998672
352	0.4290843797
353	0.4289024126
354	0.4285671571
355	0.4284750256
356	0.4283053341
357	0.4281212494
358	0.4278448211
359	0.4277035524
360	0.4275835897
361	0.4273633325
362	0.4271850756
363	0.4270706092
364	0.4268750192
365	0.4264997682
366	0.4263739159
367	0.4260367273
368	0.4257977458
369	0.4255690214
370	0.4254006429
371	0.4252650262
372	0.4250215238
373	0.4246760107
374	0.4244486474
375	0.4242307317
376	0.4239502542
377	0.4235019612
378	0.423401316
379	0.4230954723
380	0.4229636511
381	0.4226755363
382	0.4223562037
383	0.4221918462
384	0.421871469
385	0.4216065562
386	0.4214252555
387	0.4212215383
388	0.4209301301
389	0.4207902112
390	0.4206672846
391	0.4204232672
392	0.4203406758
393	0.4201285067
394	0.4198634005
395	0.4197122896
396	0.4194974079
397	0.419329467
398	0.4191936899
399	0.4189693415
400	0.4187188369
401	0.4185824979
402	0.4183010098
403	0.4180940826
404	0.4178485037
405	0.4175865873
406	0.4174789456
407	0.4172535485
408	0.4170737088
409	0.4168687901
410	0.4167228989
411	0.4166279945
412	0.416543279
413	0.4164338324
414	0.4162575256
415	0.416082523
416	0.4159242414
417	0.4158022959
418	0.4156637492
419	0.4155165357
420	0.4153354625
421	0.4152026372
422	0.4150319864
423	0.4146464165
424	0.4144907525
425	0.4143642247
426	0.4142102187
427	0.4140347194
428	0.413859999
429	0.4137174904
430	0.4135321424
431	0.4132426403
432	0.4130186692
433	0.4127971359
434	0.4126607471
435	0.4125122861
436	0.4123479173
437	0.4122725955
438	0.4121052698
439	0.4119254314
440	0.4117675532
441	0.4115855681
442	0.4114131505
443	0.4112579075
444	0.4110947518
445	0.4109858981
446	0.4108704494
447	0.4106749706
448	0.4104668491
449	0.4103200237
450	0.4101508013
451	0.4099730766
452	0.4098493533
453	0.4097306806
454	0.4095425913
455	0.4092691262
456	0.4091579258
457	0.4089441371
458	0.4086532548
459	0.4085256437
460	0.4083579042
461	0.4082626107
462	0.4080734485
463	0.4079854665
464	0.4078103188
465	0.4076490829
466	0.4074784105
467	0.4072624642
468	0.4070619035
469	0.4068993974
470	0.4067452915
471	0.4065698354
472	0.4064792977
473	0.4064086354
474	0.406249873
475	0.4061011349
476	0.4058895128
477	0.4055799586
478	0.4054786186
479	0.4052134622
480	0.4051377137
481	0.4049664279
482	0.4047791694
483	0.4046646453
484	0.4044861434
485	0.4042662058
486	0.4041450397
487	0.4040447103
488	0.4039120383
489	0.4038051069
490	0.403709437
491	0.4035474642
492	0.4034666199
493	0.4033403071
494	0.4031474295
495	0.4029942687
496	0.4028179385
497	0.4025860007
498	0.4024143342
499	0.4022364295
500	0.4020749836
501	0.4019406571
502	0.4018701196
503	0.4015568931
504	0.401454405
505	0.40138265
506	0.4012680676
507	0.4011517747
508	0.4010171808
509	0.4009549594
510	0.4008239781
511	0.4006429181
512	0.4005034931
513	0.4002553676
514	0.4000743932
515	0.3998542612
516	0.3998041219
517	0.3996800895
518	0.3995713652
519	0.3993403363
520	0.399093948
521	0.398942387
522	0.3987851815
523	0.3986000884
524	0.3984694466
525	0.3983377699
526	0.3980617871
527	0.3979072603
528	0.3977232733
529	0.3974889975
530	0.3973863468
531	0.3972498953
532	0.3971074036
533	0.3969011215
534	0.3966999633
535	0.3964803491
536	0.3963329337
537	0.3961779127
538	0.3961045797
539	0.3959631094
540	0.3958643002
541	0.3957459689
542	0.3955389698
543	0.395327809
544	0.3951377677
545	0.3949898685
546	0.3948446077
547	0.3945397804
548	0.3944166118
549	0.3942673876
550	0.3941761094
551	0.3939774587
552	0.3937355581
553	0.3936029076
554	0.3934525582
555	0.3933251558
556	0.3932073588
557	0.3930991858
558	0.3930106986
559	0.3928035589
560	0.3926090861
561	0.3924697309
562	0.3923442429
563	0.3921707505
564	0.3920724126
565	0.3919370991
566	0.3918275478
567	0.3917004611
568	0.3915527966
569	0.3914153
570	0.3911386529
571	0.3910154376
572	0.3908895111
573	0.39072722
574	0.3905506945
575	0.3904047623
576	0.3902843812
577	0.3900442104
578	0.3899137891
579	0.3898398973
580	0.389718678
581	0.3895632931
582	0.3894535659
583	0.3893629259
584	0.3891717563
585	0.3890775407
586	0.3888205984
587	0.388636081
588	0.3885438977
589	0.3883384872
590	0.3882266027
591	0.3880564044
592	0.3878912531
593	0.3876861939
594	0.3874943549
595	0.3873317143
596	0.3870722212
597	0.3868368561
598	0.3866576311
599	0.3865824525
600	0.386408206
601	0.3862438156
602	0.3861205723
603	0.3860154756
604	0.3859105755
605	0.3857562855
606	0.3856235193
607	0.3854360194
608	0.3853445997
609	0.3851803317
610	0.3850158933
611	0.3848619757
612	0.3847238984
613	0.3844772882
614	0.384333786
615	0.3841449257
616	0.3839480789
617	0.3838278634
618	0.3837130093
619	0.3835542481
620	0.3834193199
621	0.3832516715
622	0.3831239588
623	0.3828626992
624	0.3827029204
625	0.3826043362
626	0.3824323007
627	0.3821887914
628	0.3819737223
629	0.3817711199
630	0.3816188187
631	0.3815159501
632	0.3813310283
633	0.3811166972
634	0.3808738512
635	0.3807112123
636	0.3806297568
637	0.3804116866
638	0.3803139162
639	0.3802086235
640	0.3801156045
641	0.3800442936
642	0.3799661493
643	0.3797092541
644	0.3795376974
645	0.3794015606
646	0.3792750061
647	0.3790467841
648	0.3788929663
649	0.3787904816
650	0.3786346697
651	0.3784849057
652	0.3783492968
653	0.3780455107
654	0.3779246037
655	0.3777388005
656	0.3775078831
657	0.3773754092
658	0.3772333395
659	0.377074578
660	0.3769516639
661	0.3768737035
662	0.3767677689
663	0.3765840348
664	0.3764530472
665	0.3763037661
666	0.3761425997
667	0.3760367933
668	0.3759875173
669	0.3758443207
670	0.3756348552
671	0.3754805748
672	0.3753487777
673	0.3752168502
674	0.37505797
675	0.3748881238
676	0.3747827563
677	0.3746380417
678	0.3745581487
679	0.3744319289
680	0.3742925659
681	0.3741245979
682	0.3739716765
683	0.3738051312
684	0.3736444102
685	0.3734170712
686	0.3732661834
687	0.3730210325
688	0.3728343974
689	0.3726596033
690	0.3725312696
691	0.3723746267
692	0.3722150803
693	0.3720624782
694	0.3719330033
695	0.3718470281
696	0.3717386474
697	0.3715248998
698	0.3713406529
699	0.3712060993
700	0.3710252955
701	0.3708020537
702	0.3706521706
703	0.3704831766
704	0.3704170679
705	0.3703224984
706	0.3701619727
707	0.3700344667
708	0.3698754146
709	0.3697750016
710	0.369642222
711	0.36957147
712	0.3694799478
713	0.3693630603
714	0.369234287
715	0.3691299125
716	0.3688958796
717	0.3688247945
718	0.3686812158
719	0.3684220813
720	0.3683199064
721	0.3682060078
722	0.3681131335
723	0.3679138713
724	0.3677877877
725	0.3676659292
726	0.3675238278
727	0.3673148968
728	0.3672300799
729	0.3671157196
730	0.3669806119
731	0.3668352921
732	0.3666816568
733	0.3665374105
734	0.3664578879
735	0.3663850123
736	0.3663020367
737	0.3662162667
738	0.3660606891
739	0.3659799251
740	0.3659089465
741	0.3657755453
742	0.3656309979
743	0.3654933286
744	0.3653730563
745	0.3652329667
746	0.3651863645
747	0.3651049277
748	0.3649634212
749	0.3648535841
750	0.364754509
751	0.3646562559
752	0.3645781032
753	0.3645100689
754	0.3644339673
755	0.3642549724
756	0.3641323801
757	0.3640024224
758	0.3639109445
759	0.3637915899
760	0.3636299051
761	0.3634375144
762	0.3633405682
763	0.3632257952
764	0.3630533275
765	0.3628951161
766	0.362790655
767	0.3625779036
768	0.3623424673
769	0.3621055787
770	0.3619493553
771	0.3617690917
772	0.3616656515
773	0.3615400175
774	0.3614448897
775	0.3613527344
776	0.3612154976
777	0.3610009564
778	0.3608736647
779	0.3607692516
780	0.3606177134
781	0.3604797119
782	0.3603884646
783	0.360312102
784	0.3602530839
785	0.3601165177
786	0.3599702281
787	0.3599038821
788	0.3597884848
789	0.3596808815
790	0.3595179609
791	0.3594265867
792	0.3592533181
793	0.3591556795
794	0.3590399947
795	0.3589397272
796	0.3588288972
797	0.3587426097
798	0.3586710859
799	0.3585330875
800	0.3584218014
801	0.3582268378
802	0.3581330936
803	0.3580216241
804	0.3578596838
805	0.3576247399
806	0.3574980397
807	0.3573210145
808	0.3571983476
809	0.3570443745
810	0.3568532911
811	0.3566980837
812	0.356599144
813	0.3564452526
814	0.3563289332
815	0.3562320169
816	0.3560694693
817	0.3559153246
818	0.3557759375
819	0.3557018966
820	0.3555910281
821	0.3554900048
822	0.3553602018
823	0.3552677048
824	0.3551763776
825	0.3550829575
826	0.354952591
827	0.3548339292
828	0.3547106645
829	0.3545840701
830	0.3544627536
831	0.3543643012
832	0.3541926416
833	0.3540250527
834	0.3539526527
835	0.3539084765
836	0.353815719
837	0.3537071857
838	0.3536419025
839	0.3535347661
840	0.3534544226
841	0.353314129
842	0.3530642026
843	0.3530320316
844	0.3528844835
845	0.352701478
846	0.3526074146
847	0.352515463
848	0.3523662947
849	0.3522650183
850	0.3521701552
851	0.3520510735
852	0.3519433388
853	0.3518763017
854	0.3516545388
855	0.3515480914
856	0.3514810701
857	0.3513855294
858	0.3512182871
859	0.3511421565
860	0.3510751014
861	0.3509303851
862	0.350820436
863	0.350691095
864	0.3505921375
865	0.3505422022
866	0.3504311146
867	0.3503109811
868	0.3502135732
869	0.3500442666
870	0.3498580369
871	0.3497222486
872	0.349616219
873	0.3495467731
874	0.3493810016
875	0.3492844206
876	0.3492083045
877	0.3491087292
878	0.3490293002
879	0.3488272482
880	0.3486430277
881	0.3484684099
882	0.3483306545
883	0.3482013847
884	0.3481002312
885	0.3479893268
886	0.347889545
887	0.3478106079
888	0.3477389435
889	0.347663754
890	0.3475774812
891	0.3475454233
892	0.3473256222
893	0.3472195127
894	0.3470244491
895	0.3468602704
896	0.3468099904
897	0.3466756992
898	0.3464913212
899	0.3463295562
900	0.3461237518
901	0.346010725
902	0.3459575851
903	0.3458971677
904	0.3457611085
905	0.3456774949
906	0.3454739497
907	0.3453184048
908	0.3451694034
909	0.3450850875
910	0.3449473261
911	0.3447979789
912	0.3446832531
913	0.3445028981
914	0.3444323105
915	0.3443253028
916	0.344257014
917	0.3440600557
918	0.3439536318
919	0.3438956731
920	0.3437484629
921	0.3436023587
922	0.3435344092
923	0.3433540601
924	0.3432617392
925	0.3431835599
926	0.3430813003
927	0.3429344588
928	0.3428382299
929	0.342730304
930	0.3425455278
931	0.3424847474
932	0.342370956
933	0.3422948046
934	0.3422114876
935	0.3420378164
936	0.3419251697
937	0.3418677478
938	0.3418142289
939	0.3417306029
940	0.3416312886
941	0.3415176895
942	0.3414247036
943	0.3413272642
944	0.341191501
945	0.3410838577
946	0.3409037101
947	0.3407584344
948	0.3407142777
949	0.3406300879
950	0.3404362693
951	0.3403311262
952	0.3401767645
953	0.3401168851
954	0.340028378
955	0.3398701397
956	0.3398018861
957	0.3396145601
958	0.3394746032
959	0.3394071832
960	0.3393096992
961	0.3391809963
962	0.3390411889
963	0.3389207005
964	0.3387769925
965	0.3385967338
966	0.3384179159
967	0.3383090603
968	0.3381768643
969	0.3380702048
970	0.3379277794
971	0.337756671
972	0.3375765798
973	0.3374229107
974	0.3372847386
975	0.3371535668
976	0.3370299963
977	0.3369439717
978	0.3369000351
979	0.3367790582
980	0.3365997188
981	0.3364903243
982	0.336360318
983	0.3362542601
984	0.336170533
985	0.3360163889
986	0.3359387815
987	0.3358350001
988	0.3356833917
989	0.3356185622
990	0.3355050111
991	0.335368986
992	0.3352749211
993	0.3351755034
994	0.3350610699
995	0.3349220368
996	0.3348376595
997	0.3347493651
998	0.3346470441
999	0.3345837165
1000	0.3344805253
1001	0.3344170563
1002	0.3343539108
1003	0.3342420276
1004	0.3341794814
1005	0.3340269316
1006	0.3338980491
1007	0.3338183021
1008	0.3337225675
1009	0.3336265435
1010	0.3335180667
1011	0.3333993403
1012	0.3332471096
1013	0.3331285774
1014	0.3330398327
1015	0.3328601187
1016	0.3326693058
1017	0.3326090501
1018	0.3324941774
1019	0.3324309593
1020	0.3323078961
1021	0.3322390742
1022	0.3321027593
1023	0.3320464028
1024	0.3318516724
1025	0.3317245628
1026	0.3316169742
1027	0.3314994309
1028	0.3314120128
1029	0.3313279395
1030	0.33122547
1031	0.3311480501
1032	0.3310888019
1033	0.3309779592
1034	0.3308500889
1035	0.3307646842
1036	0.3306511992
1037	0.3305798578
1038	0.3304803711
1039	0.3303873058
1040	0.3303034659
1041	0.3302119168
1042	0.3300686346
1043	0.3299153523
1044	0.3296849256
1045	0.3296364516
1046	0.3295089488
1047	0.3294349531
1048	0.3292677163
1049	0.3290276827
1050	0.3289392815
1051	0.3288169408
1052	0.3286015342
1053	0.3285261178
1054	0.3284140912
1055	0.328261787
1056	0.328183557
1057	0.3280851658
1058	0.3278994784
1059	0.3278145863
1060	0.3277243056
1061	0.3275921254
1062	0.3274889801
1063	0.3273813544
1064	0.3272727439
1065	0.3271638862
1066	0.3270934408
1067	0.3270039216
1068	0.3268891195
1069	0.3268294659
1070	0.3267152687
1071	0.3265984009
1072	0.326433407
1073	0.3263659767
1074	0.3262819208
1075	0.3261795861
1076	0.3260440011
1077	0.3259556701
1078	0.3258744036
1079	0.3257825869
1080	0.3256323852
1081	0.3254900839
1082	0.3253794008
1083	0.3252339853
1084	0.3251704871
1085	0.3250282231
1086	0.3249048462
1087	0.3247290764
1088	0.3246010787
1089	0.3244605174
1090	0.324288889
1091	0.3241552843
1092	0.3239751214
1093	0.3238977782
1094	0.3237905157
1095	0.3237190891
1096	0.3235562268
1097	0.3234204204
1098	0.323332558
1099	0.3232617226
1100	0.323143364
1101	0.3230055071
1102	0.3228787082
1103	0.3227639605
1104	0.3226483034
1105	0.3225942838
1106	0.3224472109
1107	0.3223766958
1108	0.3222768299
1109	0.3222153287
1110	0.3221192783
1111	0.3219265236
1112	0.3218907671
1113	0.3217798522
1114	0.3217231271
1115	0.3215978178
1116	0.3214655582
1117	0.3213757501
1118	0.3212334027
1119	0.3211215352
1120	0.3209807243
1121	0.3209247111
1122	0.3207923152
1123	0.3207491554
1124	0.3206650647
1125	0.3205041685
1126	0.3203789325
1127	0.3202334243
1128	0.3201505051
1129	0.32007831
1130	0.3199169773
1131	0.3198517131
1132	0.3197405906
1133	0.3196004015
1134	0.3195018909
1135	0.3194431079
1136	0.3193363867
1137	0.3192626433
1138	0.3191421028
1139	0.3190119627
1140	0.3188699674
1141	0.318728155
1142	0.3186184266
1143	0.3185199883
1144	0.3183934615
1145	0.3182495429
1146	0.3180932808
1147	0.3179908688
1148	0.317898899
1149	0.317797789
1150	0.3176497134
1151	0.3175661772
1152	0.3174888742
1153	0.3174167491
1154	0.3172867544
1155	0.3172068677
1156	0.3170992331
1157	0.3169835636
1158	0.3168591028
1159	0.3167136202
1160	0.3166303795
1161	0.3165337546
1162	0.3164323767
1163	0.3162782776
1164	0.3162350598
1165	0.3161860892
1166	0.3160502293
1167	0.3158817657
1168	0.3157519348
1169	0.3156638398
1170	0.3156052617
1171	0.3154590079
1172	0.3153879401
1173	0.3152562852
1174	0.3151294924
1175	0.3150008074
1176	0.3148504748
1177	0.3147582481
1178	0.3147105971
1179	0.3146230725
1180	0.3145317488
1181	0.3144142296
1182	0.3142846062
1183	0.3141963161
1184	0.3141022328
1185	0.3140242982
1186	0.3138909074
1187	0.3138244743
1188	0.3137566383
1189	0.313607179
1190	0.3135045686
1191	0.313370643
1192	0.3132939345
1193	0.3131675642
1194	0.313002657
1195	0.3129365541
1196	0.3128406629
1197	0.3128021034
1198	0.312658106
1199	0.3125696586
1200	0.3124841849
1201	0.3123292917
1202	0.3122126639
1203	0.3121503236
1204	0.3121185236
1205	0.3120244248
1206	0.3119174445
1207	0.3118180807
1208	0.3117192977
1209	0.3116045823
1210	0.311509729
1211	0.3113494803
1212	0.3112322628
1213	0.3111369435
1214	0.3110504262
1215	0.3109842083
1216	0.3108174584
1217	0.3107136613
1218	0.310608053
1219	0.3105207155
1220	0.3104137152
1221	0.3103243738
1222	0.3102178687
1223	0.3101227925
1224	0.3100333702
1225	0.3099697623
1226	0.3098473753
1227	0.3097091424
1228	0.3096245652
1229	0.3095115262
1230	0.3093459973
1231	0.3092462368
1232	0.3091332141
1233	0.3089659495
1234	0.3088433915
1235	0.3087280568
1236	0.3085974134
1237	0.3084963936
1238	0.3083437038
1239	0.3082649474
1240	0.3081469157
1241	0.30804009
1242	0.3079333615
1243	0.3078708456
1244	0.3077553639
1245	0.307663762
1246	0.3075753158
1247	0.3074959433
1248	0.3072874247
1249	0.3072401382
1250	0.3070940564
1251	0.3069748134
1252	0.306895787
1253	0.3067657819
1254	0.3066432985
1255	0.3065424386
1256	0.3064871132
1257	0.3064206409
1258	0.3063078203
1259	0.306209454
1260	0.3060936218
1261	0.3059828966
1262	0.3058485756
1263	0.3057486032
1264	0.3056739076
1265	0.305618483
1266	0.3055549973
1267	0.3054871254
1268	0.3053893359
1269	0.305285385
1270	0.3052442927
1271	0.3051706022
1272	0.3050881289
1273	0.3050425559
1274	0.3049540373
1275	0.3048300418
1276	0.3047816943
1277	0.304660705
1278	0.3045883787
1279	0.3045487304
1280	0.3044540717
1281	0.3043827269
1282	0.3042186195
1283	0.3040734009
1284	0.3039857276
1285	0.3038971752
1286	0.3038661542
1287	0.3037461478
1288	0.3036710198
1289	0.3035161444
1290	0.3033658596
1291	0.3032596033
1292	0.3031192152
1293	0.3029745505
1294	0.3028337844
1295	0.3026968962
1296	0.3026104399
1297	0.3025553753
1298	0.3024694701
1299	0.3023402021
1300	0.3022081423
1301	0.3020785337
1302	0.3019625489
1303	0.3018855334
1304	0.3017810529
1305	0.3017041006
1306	0.3016346171
1307	0.3015121621
1308	0.3014201733
1309	0.3012331519
1310	0.3011061104
1311	0.3009936368
1312	0.3009321221
1313	0.3008439376
1314	0.3007691794
1315	0.3006718945
1316	0.3005658211
1317	0.3005044696
1318	0.3004384817
1319	0.3003613327
1320	0.3002553651
1321	0.3002164358
1322	0.3001302109
1323	0.2999915168
1324	0.2998837234
1325	0.2998090971
1326	0.2997352157
1327	0.2996210956
1328	0.2995764128
1329	0.2994641693
1330	0.2993667463
1331	0.2992764503
1332	0.2991678499
1333	0.2990396243
1334	0.2989071922
1335	0.2987866974
1336	0.2987074584
1337	0.2986130104
1338	0.2985227129
1339	0.2984407575
1340	0.2982587617
1341	0.2981771811
1342	0.2981304785
1343	0.2980415432
1344	0.2979695273
1345	0.2978974551
1346	0.2978075712
1347	0.2977367307
1348	0.2976053124
1349	0.2975424749
1350	0.2974090343
1351	0.2972915465
1352	0.2971991194
1353	0.2971579071
1354	0.2970600497
1355	0.2969880155
1356	0.2969560779
1357	0.296823302
1358	0.2967671971
1359	0.2966914415
1360	0.296633364
1361	0.296474795
1362	0.2963721014
1363	0.2962537631
1364	0.2961203908
1365	0.2960368144
1366	0.2959176744
1367	0.2957980578
1368	0.295717526
1369	0.2956583013
1370	0.2955552669
1371	0.2954555784
1372	0.2953575217
1373	0.2952124
1374	0.2950584696
1375	0.2949340648
1376	0.294842177
1377	0.2947861729
1378	0.2947016269
1379	0.2946076816
1380	0.2945010663
1381	0.2943684558
1382	0.2942776606
1383	0.2941947946
1384	0.2941256353
1385	0.2940239047
1386	0.2939048639
1387	0.2938541267
1388	0.293761344
1389	0.2936722156
1390	0.2935380164
1391	0.2934109509
1392	0.2933748454
1393	0.2933143099
1394	0.293260647
1395	0.2932123483
1396	0.2931071509
1397	0.2930420207
1398	0.2929413549
1399	0.2928015843
1400	0.2926614031
1401	0.2925812429
1402	0.2924650526
1403	0.2923864165
1404	0.2922515981
1405	0.2921638811
1406	0.2921011899
1407	0.2920321372
1408	0.2919033242
1409	0.2917904079
1410	0.2916691526
1411	0.2915909527
1412	0.2914825542
1413	0.291377873
1414	0.2912867525
1415	0.2911953798
1416	0.2911452029
1417	0.2910556182
1418	0.290885388
1419	0.2908168379
1420	0.29073314
1421	0.2906008436
1422	0.2905203822
1423	0.2904442916
1424	0.2903517892
1425	0.2902739382
1426	0.2901874207
1427	0.2901385432
1428	0.2901073341
1429	0.289986743
1430	0.2899366932
1431	0.2898267625
1432	0.2897395525
1433	0.2896423203
1434	0.289570517
1435	0.2895035087
1436	0.2893972115
1437	0.2892436441
1438	0.2891888034
1439	0.2891334744
1440	0.2890517462
1441	0.2889677371
1442	0.2888774232
1443	0.2888323044
1444	0.2887216421
1445	0.2886156844
1446	0.2885589697
1447	0.288492433
1448	0.2883778086
1449	0.2882705494
1450	0.2882192105
1451	0.2881229436
1452	0.2880318503
1453	0.2879016366
1454	0.2877949285
1455	0.2877318897
1456	0.287652551
1457	0.2875578439
1458	0.2874951351
1459	0.2873885443
1460	0.287300338
1461	0.2872494169
1462	0.2872172681
1463	0.2871625517
1464	0.287054704
1465	0.2869967972
1466	0.2868983021
1467	0.2868094801
1468	0.286732609
1469	0.2866293132
1470	0.2865500763
1471	0.2864796237
1472	0.2863486241
1473	0.2862239877
1474	0.286155821
1475	0.2861210071
1476	0.2860165339
1477	0.2859413336
1478	0.2858478962
1479	0.2857962849
1480	0.2856791044
1481	0.2855801788
1482	0.2855156823
1483	0.2854539258
1484	0.285366891
1485	0.2852606972
1486	0.2851932064
1487	0.2851144193
1488	0.2850523183
1489	0.2849828999
1490	0.2849396863
1491	0.2848735354
1492	0.2847927914
1493	0.284735146
1494	0.2846548404
1495	0.2845728659
1496	0.2844839319
1497	0.2844051241
1498	0.2843299924
1499	0.2842565813
1500	0.2841835192
1501	0.284130697
1502	0.2840545687
1503	0.2839479998
1504	0.2838190588
1505	0.283676351
1506	0.2835892328
1507	0.2835355913
1508	0.2834619184
1509	0.2833329724
