iter	Passed	Remaining
1675	9304	7350
1676	9308	7343
1677	9312	7336
1678	9316	7330
1679	9321	7323
1680	9325	7317
1681	9329	7310
1682	9333	7303
1683	9337	7297
1684	9342	7291
1685	9346	7284
1686	9351	7278
1687	9355	7271
1688	9359	7265
1689	9364	7258
1690	9368	7252
1691	9373	7245
1692	9377	7239
1693	9381	7232
1694	9386	7226
1695	9390	7219
1696	9394	7213
1697	9398	7206
1698	9403	7200
1699	9407	7193
1700	9411	7187
1701	9416	7180
1702	9420	7174
1703	9425	7168
1704	9431	7163
1705	9436	7157
1706	9442	7152
1707	9446	7145
1708	9451	7139
1709	9455	7133
1710	9459	7126
1711	9464	7120
1712	9469	7114
1713	9473	7107
1714	9478	7101
1715	9482	7095
1716	9486	7088
1717	9491	7082
1718	9495	7076
1719	9499	7069
1720	9504	7063
1721	9508	7056
1722	9513	7050
1723	9517	7044
1724	9522	7038
1725	9526	7031
1726	9530	7025
1727	9535	7019
1728	9539	7012
1729	9543	7006
1730	9548	6999
1731	9552	6993
1732	9556	6987
1733	9561	6980
1734	9565	6974
1735	9570	6968
1736	9574	6961
1737	9578	6955
1738	9582	6948
1739	9587	6942
1740	9592	6936
1741	9596	6930
1742	9600	6923
1743	9604	6917
1744	9609	6910
1745	9613	6904
1746	9617	6898
1747	9622	6891
1748	9626	6885
1749	9631	6879
1750	9639	6876
1751	9648	6872
1752	9655	6868
1753	9664	6865
1754	9673	6862
1755	9681	6858
1756	9689	6855
1757	9697	6851
1758	9710	6850
1759	9717	6846
1760	9726	6843
1761	9732	6838
1762	9737	6831
1763	9741	6825
1764	9745	6819
1765	9750	6812
1766	9755	6807
1767	9761	6801
1768	9765	6795
1769	9770	6789
1770	9774	6783
1771	9779	6777
1772	9783	6770
1773	9787	6764
1774	9792	6757
1775	9796	6751
1776	9800	6745
1777	9805	6738
1778	9809	6732
1779	9813	6726
1780	9817	6719
1781	9822	6713
1782	9826	6707
1783	9831	6701
1784	9835	6694
1785	9839	6688
1786	9844	6682
1787	9848	6675
1788	9853	6669
1789	9857	6663
1790	9861	6656
1791	9865	6650
1792	9870	6644
1793	9874	6638
1794	9879	6632
1795	9883	6625
1796	9887	6619
1797	9891	6612
1798	9896	6606
1799	9900	6600
1800	9904	6593
1801	9908	6587
1802	9912	6581
1803	9917	6574
1804	9921	6568
1805	9925	6562
1806	9930	6555
1807	9934	6549
1808	9938	6543
1809	9942	6536
1810	9947	6530
1811	9951	6524
1812	9956	6518
1813	9962	6513
1814	9966	6507
1815	9971	6501
1816	9976	6495
1817	9980	6488
1818	9985	6482
1819	9989	6476
1820	9993	6470
1821	9997	6464
1822	10002	6457
1823	10006	6451
1824	10010	6445
1825	10014	6438
1826	10019	6432
1827	10023	6426
1828	10027	6420
1829	10031	6413
1830	10036	6407
1831	10040	6401
1832	10044	6394
1833	10048	6388
1834	10053	6382
1835	10057	6376
1836	10061	6369
1837	10065	6363
1838	10069	6357
1839	10074	6351
1840	10078	6345
1841	10083	6338
1842	10087	6332
1843	10091	6326
1844	10095	6320
1845	10100	6313
1846	10104	6307
1847	10108	6301
1848	10113	6295
1849	10117	6289
1850	10121	6282
1851	10125	6276
1852	10130	6270
1853	10134	6264
1854	10138	6257
1855	10143	6252
1856	10147	6246
1857	10152	6240
1858	10157	6234
1859	10161	6228
1860	10166	6222
1861	10207	6238
1862	10275	6271
1863	10282	6266
1864	10288	6261
1865	10293	6255
1866	10300	6250
1867	10315	6251
1868	10322	6246
1869	10326	6240
1870	10331	6233
1871	10335	6227
1872	10339	6221
1873	10343	6215
1874	10348	6208
1875	10352	6202
1876	10356	6196
1877	10360	6190
1878	10365	6183
1879	10369	6177
1880	10373	6171
1881	10377	6164
1882	10382	6158
1883	10386	6152
1884	10391	6146
1885	10395	6140
1886	10399	6133
1887	10403	6127
1888	10407	6121
1889	10412	6115
1890	10416	6109
1891	10421	6102
1892	10425	6096
1893	10429	6090
1894	10433	6084
1895	10437	6077
1896	10442	6071
1897	10446	6065
1898	10450	6059
1899	10455	6053
1900	10459	6046
1901	10463	6040
1902	10468	6034
1903	10472	6028
1904	10476	6022
1905	10481	6016
1906	10485	6009
1907	10490	6003
1908	10494	5997
1909	10498	5991
1910	10503	5985
1911	10507	5979
1912	10511	5973
1913	10516	5966
1914	10520	5960
1915	10525	5954
1916	10529	5948
1917	10534	5942
1918	10538	5936
1919	10543	5930
1920	10547	5924
1921	10552	5918
1922	10556	5912
1923	10560	5906
1924	10564	5899
1925	10569	5893
1926	10573	5887
1927	10578	5881
1928	10582	5875
1929	10586	5869
1930	10591	5863
1931	10595	5857
1932	10599	5851
1933	10604	5844
1934	10608	5838
1935	10612	5832
1936	10617	5826
1937	10621	5820
1938	10625	5814
1939	10630	5808
1940	10635	5802
1941	10639	5796
1942	10644	5790
1943	10648	5784
1944	10653	5778
1945	10657	5772
1946	10661	5766
1947	10666	5760
1948	10670	5754
1949	10674	5748
1950	10679	5741
1951	10684	5736
1952	10689	5730
1953	10694	5724
1954	10698	5718
1955	10703	5712
1956	10708	5707
1957	10715	5702
1958	10729	5701
1959	10738	5697
1960	10749	5695
1961	10757	5691
1962	10765	5686
1963	10773	5683
1964	10781	5678
1965	10791	5675
1966	10795	5669
1967	10799	5663
1968	10803	5657
1969	10808	5651
1970	10812	5644
1971	10816	5638
1972	10821	5632
1973	10825	5626
1974	10829	5620
1975	10833	5614
1976	10838	5608
1977	10842	5602
1978	10847	5596
1979	10851	5590
1980	10855	5584
1981	10860	5578
1982	10864	5572
1983	10869	5566
1984	10873	5559
1985	10877	5553
1986	10882	5547
1987	10886	5541
1988	10890	5535
1989	10895	5529
1990	10899	5523
1991	10903	5517
1992	10908	5511
1993	10912	5505
1994	10916	5499
1995	10921	5493
1996	10925	5487
1997	10929	5481
1998	10935	5476
1999	10940	5470
2000	10944	5464
2001	10949	5458
2002	10953	5452
2003	10957	5446
2004	10962	5440
2005	10966	5434
2006	10970	5428
2007	10975	5422
2008	10979	5416
2009	10983	5409
2010	10988	5403
2011	10992	5398
2012	10997	5392
2013	11001	5386
2014	11005	5380
2015	11010	5374
2016	11014	5368
2017	11019	5362
2018	11023	5356
2019	11027	5350
2020	11032	5344
2021	11036	5338
2022	11041	5332
2023	11045	5326
2024	11049	5320
2025	11054	5314
2026	11058	5308
2027	11063	5302
2028	11067	5296
2029	11072	5290
2030	11076	5284
2031	11080	5278
2032	11084	5272
2033	11089	5266
2034	11093	5260
2035	11098	5254
2036	11102	5248
2037	11107	5242
2038	11112	5237
2039	11117	5231
2040	11124	5227
2041	11129	5221
2042	11134	5215
2043	11139	5210
2044	11145	5204
2045	11149	5198
2046	11153	5192
2047	11158	5186
2048	11163	5181
2049	11167	5175
2050	11172	5169
2051	11177	5163
2052	11181	5157
2053	11185	5151
2054	11190	5146
2055	11195	5140
2056	11199	5134
2057	11204	5128
2058	11208	5122
2059	11213	5116
2060	11217	5110
2061	11222	5104
2062	11226	5098
2063	11230	5092
2064	11234	5087
2065	11239	5081
2066	11352	5124
2067	11361	5120
2068	11367	5115
2069	11374	5110
2070	11380	5105
2071	11399	5105
2072	11404	5099
2073	11408	5093
2074	11413	5087
2075	11417	5081
2076	11421	5075
2077	11426	5069
2078	11430	5063
2079	11435	5057
2080	11439	5051
2081	11443	5045
2082	11448	5039
2083	11453	5034
2084	11457	5028
2085	11462	5022
2086	11466	5016
2087	11470	5010
2088	11474	5004
2089	11479	4998
2090	11483	4992
2091	11487	4986
2092	11492	4980
2093	11496	4974
2094	11501	4968
2095	11505	4962
2096	11509	4956
2097	11513	4950
2098	11518	4944
2099	11522	4938
2100	11526	4932
2101	11531	4926
2102	11535	4920
2103	11540	4914
2104	11544	4908
2105	11548	4902
2106	11553	4896
2107	11557	4890
2108	11562	4884
2109	11566	4878
2110	11570	4872
2111	11574	4866
2112	11579	4860
2113	11585	4855
2114	11589	4849
2115	11594	4843
2116	11598	4837
2117	11603	4831
2118	11607	4825
2119	11611	4820
2120	11616	4814
2121	11620	4808
2122	11624	4802
2123	11628	4796
2124	11633	4790
2125	11637	4784
2126	11641	4778
2127	11646	4772
2128	11650	4766
2129	11655	4760
2130	11659	4754
2131	11665	4749
2132	11669	4743
2133	11673	4737
2134	11678	4731
2135	11682	4725
2136	11686	4719
2137	11691	4713
2138	11696	4707
2139	11700	4701
2140	11704	4696
2141	11709	4690
2142	11714	4684
2143	11719	4679
2144	11724	4673
2145	11728	4667
2146	11733	4661
2147	11737	4655
2148	11741	4649
2149	11746	4643
2150	11750	4637
2151	11754	4632
2152	11759	4626
2153	11763	4620
2154	11767	4614
2155	11771	4608
2156	11776	4602
2157	11780	4596
2158	11784	4590
2159	11794	4586
2160	11809	4585
2161	11818	4581
2162	11826	4576
2163	11834	4571
2164	11842	4567
2165	11850	4563
2166	11858	4558
2167	11865	4553
2168	11870	4547
2169	11874	4541
2170	11878	4535
2171	11883	4530
2172	11887	4524
2173	11891	4518
2174	11896	4512
2175	11900	4506
2176	11905	4500
2177	11911	4495
2178	11915	4489
2179	11920	4483
2180	11924	4477
2181	11929	4472
2182	11933	4466
2183	11937	4460
2184	11941	4454
2185	11946	4448
2186	11950	4442
2187	11954	4436
2188	11958	4430
2189	11963	4424
2190	11967	4418
2191	11971	4412
2192	11975	4406
2193	11979	4400
2194	11984	4395
2195	11988	4389
2196	11992	4383
2197	11996	4377
2198	12000	4371
2199	12004	4365
2200	12009	4359
2201	12013	4353
2202	12017	4347
2203	12023	4342
2204	12027	4336
2205	12031	4330
2206	12035	4324
2207	12039	4318
2208	12043	4312
2209	12048	4306
2210	12052	4301
2211	12056	4295
2212	12061	4289
2213	12065	4283
2214	12069	4277
2215	12074	4271
2216	12078	4265
2217	12082	4260
2218	12087	4254
2219	12093	4248
2220	12097	4243
2221	12101	4237
2222	12106	4231
2223	12110	4225
2224	12115	4219
2225	12119	4214
2226	12123	4208
2227	12128	4202
2228	12132	4196
2229	12136	4190
2230	12141	4184
2231	12145	4179
2232	12151	4173
2233	12155	4167
2234	12159	4162
2235	12163	4156
2236	12168	4150
2237	12172	4144
2238	12176	4138
2239	12180	4132
2240	12185	4127
2241	12189	4121
2242	12193	4115
2243	12198	4109
2244	12202	4103
2245	12206	4097
2246	12211	4092
2247	12215	4086
2248	12219	4080
2249	12223	4074
2250	12228	4068
2251	12232	4062
2252	12236	4057
2253	12240	4051
2254	12245	4045
2255	12250	4040
2256	12254	4034
2257	12258	4028
2258	12263	4022
2259	12267	4016
2260	12271	4010
2261	12275	4005
2262	12280	3999
2263	12284	3993
2264	12288	3987
2265	12292	3981
2266	12296	3975
2267	12301	3970
2268	12305	3964
2269	12309	3958
2270	12313	3952
2271	12317	3946
2272	12322	3941
2273	12444	3973
2274	12452	3968
2275	12458	3963
2276	12463	3957
2277	12469	3952
2278	12475	3946
2279	12491	3944
2280	12499	3940
2281	12505	3934
2282	12510	3928
2283	12514	3923
2284	12518	3917
2285	12522	3911
2286	12527	3905
2287	12531	3899
2288	12536	3893
2289	12540	3888
2290	12544	3882
2291	12548	3876
2292	12552	3870
2293	12557	3864
2294	12561	3858
2295	12565	3852
2296	12569	3846
2297	12573	3841
2298	12578	3835
2299	12582	3829
2300	12586	3823
2301	12590	3817
2302	12595	3811
2303	12599	3806
2304	12603	3800
2305	12607	3794
2306	12611	3788
2307	12615	3782
2308	12620	3776
2309	12626	3771
2310	12630	3765
2311	12634	3759
2312	12640	3754
2313	12644	3748
2314	12648	3742
2315	12653	3736
2316	12657	3731
2317	12661	3725
2318	12665	3719
2319	12670	3713
2320	12674	3707
2321	12679	3702
2322	12683	3696
2323	12688	3690
2324	12692	3684
2325	12696	3679
2326	12701	3673
2327	12705	3667
2328	12710	3661
2329	12714	3656
2330	12719	3650
2331	12723	3644
2332	12727	3638
2333	12732	3633
2334	12736	3627
2335	12741	3621
2336	12745	3615
2337	12749	3610
2338	12753	3604
2339	12758	3598
2340	12762	3592
2341	12766	3586
2342	12771	3581
2343	12775	3575
2344	12779	3569
2345	12784	3563
2346	12788	3558
2347	12792	3552
2348	12797	3546
2349	12801	3540
2350	12805	3535
2351	12809	3529
2352	12814	3523
2353	12818	3517
2354	12823	3512
2355	12827	3506
2356	12831	3500
2357	12836	3494
2358	12840	3489
2359	12845	3483
2360	12849	3477
2361	12853	3471
2362	12857	3466
2363	12862	3460
2364	12866	3454
2365	12871	3448
2366	12876	3443
2367	12880	3437
2368	12885	3432
2369	12889	3426
2370	12900	3422
2371	12912	3418
2372	12924	3414
2373	12931	3409
2374	12940	3405
2375	12947	3400
2376	12954	3395
2377	12962	3390
2378	12970	3385
2379	12974	3379
2380	12978	3374
2381	12983	3368
2382	12987	3362
2383	12991	3356
2384	12995	3351
2385	13000	3345
2386	13004	3339
2387	13008	3333
2388	13013	3328
2389	13017	3322
2390	13021	3316
2391	13026	3311
2392	13030	3305
2393	13035	3299
2394	13039	3293
2395	13043	3288
2396	13048	3282
2397	13052	3276
2398	13056	3270
2399	13062	3265
2400	13067	3259
2401	13071	3254
2402	13075	3248
2403	13079	3242
2404	13084	3237
2405	13088	3231
2406	13093	3225
2407	13097	3219
2408	13102	3214
2409	13106	3208
2410	13110	3202
2411	13115	3197
2412	13119	3191
2413	13125	3186
2414	13129	3180
2415	13134	3174
2416	13138	3169
2417	13142	3163
2418	13146	3157
2419	13151	3151
2420	13155	3146
2421	13160	3140
2422	13164	3134
2423	13168	3129
2424	13173	3123
2425	13178	3117
2426	13182	3112
2427	13186	3106
2428	13191	3100
2429	13195	3095
2430	13199	3089
2431	13204	3083
2432	13208	3078
2433	13212	3072
2434	13217	3066
2435	13223	3061
2436	13229	3056
2437	13235	3051
2438	13241	3045
2439	13247	3040
2440	13253	3035
2441	13259	3029
2442	13266	3024
2443	13272	3019
2444	13278	3014
2445	13284	3008
2446	13290	3003
2447	13297	2998
2448	13304	2993
2449	13310	2988
2450	13316	2982
2451	13321	2977
2452	13327	2972
2453	13334	2966
2454	13340	2961
2455	13346	2956
2456	13352	2950
2457	13358	2945
2458	13362	2939
2459	13367	2934
2460	13372	2928
2461	13378	2923
2462	13384	2918
2463	13388	2912
2464	13393	2906
2465	13397	2901
2466	13402	2895
2467	13406	2889
2468	13411	2884
2469	13433	2882
2470	13650	2922
2471	13659	2917
2472	13665	2912
2473	13671	2906
2474	13677	2901
2475	13693	2897
2476	13703	2893
2477	13708	2887
2478	13715	2882
2479	13719	2876
2480	13723	2870
2481	13728	2865
2482	13732	2859
2483	13736	2853
2484	13741	2847
2485	13745	2842
2486	13750	2836
2487	13754	2830
2488	13758	2824
2489	13763	2818
2490	13767	2813
2491	13772	2807
2492	13776	2801
2493	13780	2795
2494	13784	2790
2495	13789	2784
2496	13793	2778
2497	13798	2772
2498	13802	2767
2499	13806	2761
2500	13811	2755
2501	13815	2749
2502	13819	2744
2503	13824	2738
2504	13828	2732
2505	13833	2726
2506	13837	2721
2507	13842	2715
2508	13846	2709
2509	13851	2704
2510	13855	2698
2511	13860	2692
2512	13864	2686
2513	13869	2681
2514	13873	2675
2515	13878	2669
2516	13882	2663
2517	13886	2658
2518	13890	2652
2519	13895	2646
2520	13899	2640
2521	13903	2635
2522	13907	2629
2523	13912	2623
2524	13916	2617
2525	13920	2612
2526	13924	2606
2527	13929	2600
2528	13933	2594
2529	13937	2589
2530	13941	2583
2531	13946	2577
2532	13950	2572
2533	13954	2566
2534	13959	2560
2535	13963	2554
2536	13967	2549
2537	13972	2543
2538	13976	2537
2539	13981	2532
2540	13985	2526
2541	13990	2520
2542	13994	2514
2543	13998	2509
2544	14003	2503
2545	14008	2497
2546	14015	2492
2547	14023	2487
2548	14029	2482
2549	14033	2476
2550	14038	2470
2551	14042	2465
2552	14046	2459
2553	14051	2453
2554	14055	2448
2555	14059	2442
2556	14064	2436
2557	14068	2430
2558	14072	2425
2559	14076	2419
2560	14080	2413
2561	14085	2408
2562	14089	2402
2563	14093	2396
2564	14098	2391
2565	14110	2386
2566	14124	2382
2567	14132	2377
2568	14140	2372
2569	14147	2367
2570	14154	2361
2571	14164	2356
2572	14170	2351
2573	14179	2346
2574	14184	2341
2575	14189	2335
2576	14193	2329
2577	14198	2324
2578	14202	2318
2579	14206	2312
2580	14211	2307
2581	14215	2301
2582	14219	2295
2583	14223	2289
2584	14228	2284
2585	14233	2278
2586	14237	2272
2587	14241	2267
2588	14245	2261
2589	14250	2255
2590	14254	2250
2591	14259	2244
2592	14263	2238
2593	14267	2233
2594	14271	2227
2595	14275	2221
2596	14280	2216
2597	14284	2210
2598	14291	2204
2599	14295	2199
2600	14299	2193
2601	14304	2187
2602	14308	2182
2603	14312	2176
2604	14316	2170
2605	14321	2165
2606	14325	2159
2607	14329	2153
2608	14334	2148
2609	14338	2142
2610	14342	2136
2611	14347	2131
2612	14351	2125
2613	14356	2119
2614	14360	2114
2615	14364	2108
2616	14368	2102
2617	14373	2097
2618	14377	2091
2619	14381	2085
2620	14386	2080
2621	14390	2074
2622	14394	2068
2623	14398	2063
2624	14402	2057
2625	14407	2051
2626	14411	2046
2627	14415	2040
2628	14420	2034
2629	14424	2029
2630	14428	2023
2631	14432	2017
2632	14437	2012
2633	14441	2006
2634	14445	2000
2635	14449	1995
2636	14453	1989
2637	14458	1984
2638	14462	1978
2639	14466	1972
2640	14471	1967
2641	14475	1961
2642	14479	1955
2643	14484	1950
2644	14488	1944
2645	14492	1938
2646	14496	1933
2647	14500	1927
2648	14505	1921
2649	14509	1916
2650	14513	1910
2651	14517	1905
2652	14522	1899
2653	14526	1893
2654	14531	1888
2655	14535	1882
2656	14539	1876
2657	14543	1871
2658	14548	1865
2659	14552	1860
2660	14557	1854
2661	14561	1848
2662	14566	1843
2663	14570	1837
2664	14574	1832
2665	14579	1826
2666	14583	1820
2667	14587	1815
2668	14593	1809
2669	14597	1804
2670	14601	1798
2671	14605	1792
2672	14609	1787
2673	14613	1781
2674	14618	1776
2675	14659	1774
2676	14768	1781
2677	14776	1776
2678	14782	1771
2679	14788	1765
2680	14794	1760
2681	14800	1754
2682	14805	1749
2683	14826	1745
2684	14831	1740
2685	14837	1734
2686	14845	1729
2687	14849	1723
2688	14854	1717
2689	14858	1712
2690	14862	1706
2691	14866	1700
2692	14870	1695
2693	14875	1689
2694	14879	1683
2695	14883	1678
2696	14887	1672
2697	14892	1666
2698	14896	1661
2699	14900	1655
2700	14904	1649
2701	14908	1644
2702	14913	1638
2703	14917	1632
2704	14921	1627
2705	14925	1621
2706	14929	1615
2707	14933	1610
2708	14938	1604
2709	14942	1598
2710	14946	1593
2711	14950	1587
2712	14954	1582
2713	14958	1576
2714	14963	1570
2715	14967	1565
2716	14972	1559
2717	14976	1553
2718	14980	1548
2719	14984	1542
2720	14988	1536
2721	14993	1531
2722	14997	1525
2723	15001	1519
2724	15006	1514
2725	15011	1508
2726	15015	1503
2727	15020	1497
2728	15024	1491
2729	15028	1486
2730	15032	1480
2731	15036	1475
2732	15041	1469
2733	15045	1463
2734	15049	1458
2735	15053	1452
2736	15058	1446
2737	15062	1441
2738	15066	1435
2739	15070	1430
2740	15075	1424
2741	15079	1418
2742	15084	1413
2743	15088	1407
2744	15093	1402
2745	15097	1396
2746	15101	1390
2747	15106	1385
2748	15110	1379
2749	15114	1374
2750	15118	1368
2751	15122	1362
2752	15127	1357
2753	15131	1351
2754	15135	1345
2755	15139	1340
2756	15143	1334
2757	15148	1329
2758	15152	1323
2759	15156	1317
2760	15160	1312
2761	15165	1306
2762	15169	1301
2763	15174	1295
2764	15178	1290
2765	15182	1284
2766	15186	1278
2767	15191	1273
2768	15195	1267
2769	15199	1262
2770	15203	1256
2771	15207	1250
2772	15211	1245
2773	15216	1239
2774	15220	1234
2775	15225	1228
2776	15232	1223
2777	15241	1217
2778	15248	1212
2779	15257	1207
2780	15266	1202
2781	15274	1196
2782	15282	1191
2783	15291	1186
2784	15298	1181
2785	15302	1175
2786	15306	1169
2787	15310	1164
2788	15314	1158
2789	15319	1153
2790	15323	1147
2791	15327	1141
2792	15331	1136
2793	15336	1130
2794	15340	1125
2795	15344	1119
2796	15349	1114
2797	15353	1108
2798	15357	1102
2799	15362	1097
2800	15366	1091
2801	15370	1086
2802	15375	1080
2803	15380	1075
2804	15384	1069
2805	15388	1063
2806	15393	1058
2807	15397	1052
2808	15401	1047
2809	15405	1041
2810	15410	1036
2811	15414	1030
2812	15419	1025
2813	15423	1019
2814	15427	1013
2815	15432	1008
2816	15436	1002
2817	15440	997
2818	15444	991
2819	15449	986
2820	15453	980
2821	15457	975
2822	15462	969
2823	15466	963
2824	15471	958
2825	15475	952
2826	15479	947
2827	15483	941
2828	15488	936
2829	15492	930
2830	15497	925
2831	15501	919
2832	15505	914
2833	15510	908
2834	15514	902
2835	15518	897
2836	15522	891
2837	15526	886
2838	15531	880
2839	15535	875
2840	15539	869
2841	15544	864
2842	15548	858
2843	15552	853
2844	15556	847
2845	15561	842
2846	15565	836
2847	15570	831
2848	15575	825
2849	15579	819
2850	15583	814
2851	15588	808
2852	15593	803
2853	15597	797
2854	15601	792
2855	15605	786
2856	15610	781
2857	15614	775
2858	15619	770
2859	15625	764
2860	15629	759
2861	15633	753
2862	15637	748
2863	15641	742
2864	15646	737
2865	15650	731
2866	15654	726
2867	15659	720
2868	15663	715
2869	15667	709
2870	15671	704
2871	15676	698
2872	15680	693
2873	15685	687
2874	15689	682
2875	15693	676
2876	15698	671
2877	15702	665
2878	15706	660
2879	15710	654
2880	15714	649
2881	15718	643
2882	15723	638
2883	15727	632
2884	15731	627
2885	15736	621
2886	15740	616
2887	15862	615
2888	15901	610
2889	15906	605
2890	15912	599
2891	15918	594
2892	15924	588
2893	15930	583
2894	15937	578
2895	15957	573
2896	15966	567
2897	15977	562
2898	15982	556
2899	15994	551
2900	16000	546
2901	16006	540
2902	16011	535
2903	16015	529
2904	16020	523
2905	16025	518
2906	16029	512
2907	16033	507
2908	16038	501
2909	16042	496
2910	16046	490
2911	16051	485
2912	16055	479
2913	16061	474
2914	16065	468
2915	16070	462
2916	16074	457
2917	16080	451
2918	16085	446
2919	16089	440
2920	16094	435
2921	16098	429
2922	16103	424
2923	16107	418
2924	16111	413
2925	16116	407
2926	16120	402
2927	16125	396
2928	16129	390
2929	16134	385
2930	16138	379
2931	16142	374
2932	16146	368
2933	16151	363
2934	16155	357
2935	16160	352
2936	16165	346
2937	16169	341
2938	16173	335
2939	16177	330
2940	16181	324
2941	16186	319
2942	16190	313
2943	16195	308
2944	16199	302
2945	16203	297
2946	16208	291
2947	16212	285
2948	16217	280
2949	16221	274
2950	16226	269
2951	16230	263
2952	16234	258
2953	16239	252
2954	16243	247
2955	16247	241
2956	16252	236
2957	16256	230
2958	16261	225
2959	16265	219
2960	16269	214
2961	16273	208
2962	16278	203
2963	16282	197
2964	16287	192
2965	16291	186
2966	16295	181
2967	16300	175
2968	16304	170
2969	16309	164
2970	16313	159
2971	16317	153
2972	16322	148
2973	16326	142
2974	16330	137
2975	16334	131
2976	16339	126
2977	16343	120
2978	16347	115
2979	16352	109
2980	16356	104
2981	16361	98
2982	16368	93
2983	16377	87
2984	16384	82
2985	16394	76
2986	16401	71
2987	16409	65
2988	16417	60
2989	16424	54
2990	16431	49
2991	16437	43
2992	16442	38
2993	16446	32
2994	16450	27
2995	16455	21
2996	16459	16
2997	16463	10
2998	16467	5
2999	16472	0
